Epoch: [39][720/2688], lr: 0.00010	Time 1.090 (1.100)	Data 0.000 (0.003)	Loss 1.0723 (1.0913)	Prec@1 65.625 (71.325)	Prec@5 84.375 (90.296)
Epoch: [39][760/2688], lr: 0.00010	Time 1.110 (1.100)	Data 0.000 (0.003)	Loss 0.9543 (1.0930)	Prec@1 71.875 (71.292)	Prec@5 93.750 (90.276)
Epoch: [39][800/2688], lr: 0.00010	Time 1.095 (1.100)	Data 0.000 (0.003)	Loss 0.8501 (1.0908)	Prec@1 75.000 (71.290)	Prec@5 90.625 (90.282)
Epoch: [39][840/2688], lr: 0.00010	Time 1.093 (1.100)	Data 0.000 (0.003)	Loss 0.8378 (1.0915)	Prec@1 81.250 (71.243)	Prec@5 93.750 (90.283)
Epoch: [39][880/2688], lr: 0.00010	Time 1.092 (1.100)	Data 0.000 (0.003)	Loss 0.9573 (1.0917)	Prec@1 75.000 (71.293)	Prec@5 96.875 (90.327)
Epoch: [39][920/2688], lr: 0.00010	Time 1.131 (1.100)	Data 0.000 (0.003)	Loss 1.3372 (1.0880)	Prec@1 78.125 (71.366)	Prec@5 84.375 (90.381)
Epoch: [39][960/2688], lr: 0.00010	Time 1.092 (1.100)	Data 0.000 (0.003)	Loss 1.0347 (1.0904)	Prec@1 78.125 (71.338)	Prec@5 96.875 (90.368)
Epoch: [39][1000/2688], lr: 0.00010	Time 1.097 (1.100)	Data 0.000 (0.003)	Loss 1.1093 (1.0886)	Prec@1 62.500 (71.369)	Prec@5 87.500 (90.435)
Epoch: [39][1040/2688], lr: 0.00010	Time 1.084 (1.099)	Data 0.000 (0.002)	Loss 1.1867 (1.0874)	Prec@1 68.750 (71.428)	Prec@5 87.500 (90.460)
Epoch: [39][1080/2688], lr: 0.00010	Time 1.092 (1.099)	Data 0.000 (0.002)	Loss 0.9467 (1.0868)	Prec@1 81.250 (71.476)	Prec@5 93.750 (90.498)
Epoch: [39][1120/2688], lr: 0.00010	Time 1.087 (1.099)	Data 0.000 (0.002)	Loss 1.3639 (1.0892)	Prec@1 68.750 (71.354)	Prec@5 84.375 (90.466)
Epoch: [39][1160/2688], lr: 0.00010	Time 1.086 (1.098)	Data 0.000 (0.002)	Loss 1.2360 (1.0866)	Prec@1 75.000 (71.380)	Prec@5 90.625 (90.528)
Epoch: [39][1200/2688], lr: 0.00010	Time 1.093 (1.098)	Data 0.000 (0.002)	Loss 1.2811 (1.0867)	Prec@1 62.500 (71.342)	Prec@5 90.625 (90.544)
Epoch: [39][1240/2688], lr: 0.00010	Time 1.103 (1.097)	Data 0.000 (0.002)	Loss 0.8205 (1.0860)	Prec@1 78.125 (71.366)	Prec@5 90.625 (90.539)
Epoch: [39][1280/2688], lr: 0.00010	Time 1.089 (1.097)	Data 0.000 (0.002)	Loss 0.9084 (1.0875)	Prec@1 78.125 (71.316)	Prec@5 90.625 (90.525)
Epoch: [39][1320/2688], lr: 0.00010	Time 1.145 (1.097)	Data 0.000 (0.002)	Loss 0.6166 (1.0873)	Prec@1 84.375 (71.362)	Prec@5 96.875 (90.537)
Epoch: [39][1360/2688], lr: 0.00010	Time 1.095 (1.097)	Data 0.000 (0.002)	Loss 1.2304 (1.0857)	Prec@1 71.875 (71.386)	Prec@5 87.500 (90.568)
Epoch: [39][1400/2688], lr: 0.00010	Time 1.034 (1.097)	Data 0.000 (0.002)	Loss 1.4981 (1.0860)	Prec@1 65.625 (71.402)	Prec@5 78.125 (90.554)
Epoch: [39][1440/2688], lr: 0.00010	Time 1.093 (1.096)	Data 0.000 (0.002)	Loss 1.1988 (1.0869)	Prec@1 68.750 (71.363)	Prec@5 90.625 (90.549)
Epoch: [39][1480/2688], lr: 0.00010	Time 1.142 (1.096)	Data 0.000 (0.002)	Loss 0.8162 (1.0866)	Prec@1 75.000 (71.339)	Prec@5 93.750 (90.560)
Epoch: [39][1520/2688], lr: 0.00010	Time 1.091 (1.096)	Data 0.000 (0.002)	Loss 0.6032 (1.0857)	Prec@1 87.500 (71.378)	Prec@5 100.000 (90.563)
Epoch: [39][1560/2688], lr: 0.00010	Time 1.112 (1.096)	Data 0.000 (0.002)	Loss 1.5407 (1.0863)	Prec@1 59.375 (71.324)	Prec@5 87.500 (90.529)
Epoch: [39][1600/2688], lr: 0.00010	Time 1.156 (1.096)	Data 0.000 (0.002)	Loss 1.4761 (1.0844)	Prec@1 65.625 (71.383)	Prec@5 81.250 (90.559)
Epoch: [39][1640/2688], lr: 0.00010	Time 1.092 (1.096)	Data 0.000 (0.002)	Loss 1.3276 (1.0827)	Prec@1 65.625 (71.431)	Prec@5 84.375 (90.572)
Epoch: [39][1680/2688], lr: 0.00010	Time 1.094 (1.096)	Data 0.000 (0.002)	Loss 1.3507 (1.0844)	Prec@1 59.375 (71.379)	Prec@5 84.375 (90.530)
Epoch: [39][1720/2688], lr: 0.00010	Time 1.095 (1.096)	Data 0.000 (0.002)	Loss 0.7676 (1.0832)	Prec@1 75.000 (71.414)	Prec@5 90.625 (90.532)
Epoch: [39][1760/2688], lr: 0.00010	Time 1.101 (1.096)	Data 0.000 (0.002)	Loss 0.9447 (1.0829)	Prec@1 68.750 (71.412)	Prec@5 93.750 (90.547)
Epoch: [39][1800/2688], lr: 0.00010	Time 1.093 (1.095)	Data 0.000 (0.002)	Loss 0.8395 (1.0816)	Prec@1 78.125 (71.466)	Prec@5 93.750 (90.556)
Epoch: [39][1840/2688], lr: 0.00010	Time 1.116 (1.095)	Data 0.000 (0.001)	Loss 1.3852 (1.0807)	Prec@1 75.000 (71.483)	Prec@5 84.375 (90.550)
Epoch: [39][1880/2688], lr: 0.00010	Time 1.041 (1.095)	Data 0.000 (0.001)	Loss 1.0940 (1.0817)	Prec@1 68.750 (71.468)	Prec@5 84.375 (90.534)
Epoch: [39][1920/2688], lr: 0.00010	Time 1.099 (1.095)	Data 0.000 (0.001)	Loss 0.7591 (1.0812)	Prec@1 81.250 (71.504)	Prec@5 96.875 (90.537)
Epoch: [39][1960/2688], lr: 0.00010	Time 1.145 (1.095)	Data 0.000 (0.001)	Loss 1.3383 (1.0810)	Prec@1 68.750 (71.512)	Prec@5 87.500 (90.541)
Epoch: [39][2000/2688], lr: 0.00010	Time 1.092 (1.095)	Data 0.000 (0.001)	Loss 1.4541 (1.0807)	Prec@1 59.375 (71.533)	Prec@5 81.250 (90.552)
Epoch: [39][2040/2688], lr: 0.00010	Time 1.096 (1.095)	Data 0.000 (0.001)	Loss 0.7881 (1.0808)	Prec@1 81.250 (71.549)	Prec@5 90.625 (90.539)
Epoch: [39][2080/2688], lr: 0.00010	Time 1.145 (1.095)	Data 0.000 (0.001)	Loss 1.6586 (1.0804)	Prec@1 59.375 (71.582)	Prec@5 84.375 (90.538)
Epoch: [39][2120/2688], lr: 0.00010	Time 1.080 (1.095)	Data 0.001 (0.001)	Loss 0.8050 (1.0808)	Prec@1 78.125 (71.564)	Prec@5 93.750 (90.525)
Epoch: [39][2160/2688], lr: 0.00010	Time 1.096 (1.095)	Data 0.000 (0.001)	Loss 1.2609 (1.0821)	Prec@1 62.500 (71.538)	Prec@5 93.750 (90.521)
Epoch: [39][2200/2688], lr: 0.00010	Time 1.101 (1.095)	Data 0.000 (0.001)	Loss 1.0974 (1.0825)	Prec@1 68.750 (71.530)	Prec@5 87.500 (90.517)
Epoch: [39][2240/2688], lr: 0.00010	Time 1.129 (1.095)	Data 0.000 (0.001)	Loss 0.6842 (1.0818)	Prec@1 87.500 (71.563)	Prec@5 96.875 (90.508)
Epoch: [39][2280/2688], lr: 0.00010	Time 1.139 (1.095)	Data 0.000 (0.001)	Loss 0.8274 (1.0808)	Prec@1 75.000 (71.585)	Prec@5 100.000 (90.518)
Epoch: [39][2320/2688], lr: 0.00010	Time 1.140 (1.096)	Data 0.000 (0.001)	Loss 0.7238 (1.0814)	Prec@1 81.250 (71.577)	Prec@5 93.750 (90.508)
Epoch: [39][2360/2688], lr: 0.00010	Time 1.102 (1.096)	Data 0.000 (0.001)	Loss 0.9280 (1.0812)	Prec@1 75.000 (71.575)	Prec@5 93.750 (90.506)
Epoch: [39][2400/2688], lr: 0.00010	Time 1.153 (1.096)	Data 0.000 (0.001)	Loss 1.2689 (1.0816)	Prec@1 68.750 (71.552)	Prec@5 84.375 (90.500)
Epoch: [39][2440/2688], lr: 0.00010	Time 1.142 (1.096)	Data 0.000 (0.001)	Loss 0.9794 (1.0809)	Prec@1 71.875 (71.575)	Prec@5 90.625 (90.519)
Epoch: [39][2480/2688], lr: 0.00010	Time 1.102 (1.096)	Data 0.000 (0.001)	Loss 1.0476 (1.0813)	Prec@1 71.875 (71.560)	Prec@5 87.500 (90.513)
Epoch: [39][2520/2688], lr: 0.00010	Time 1.138 (1.096)	Data 0.000 (0.001)	Loss 1.5504 (1.0803)	Prec@1 56.250 (71.573)	Prec@5 75.000 (90.532)
Epoch: [39][2560/2688], lr: 0.00010	Time 1.105 (1.096)	Data 0.000 (0.001)	Loss 0.9697 (1.0815)	Prec@1 75.000 (71.539)	Prec@5 90.625 (90.518)
Epoch: [39][2600/2688], lr: 0.00010	Time 1.106 (1.096)	Data 0.000 (0.001)	Loss 1.2341 (1.0818)	Prec@1 78.125 (71.535)	Prec@5 87.500 (90.520)
Epoch: [39][2640/2688], lr: 0.00010	Time 1.141 (1.096)	Data 0.000 (0.001)	Loss 0.8754 (1.0814)	Prec@1 78.125 (71.525)	Prec@5 93.750 (90.534)
Epoch: [39][2680/2688], lr: 0.00010	Time 1.033 (1.096)	Data 0.000 (0.001)	Loss 1.4013 (1.0823)	Prec@1 65.625 (71.508)	Prec@5 81.250 (90.514)
Test: [40/361]	Time 0.330 (0.405)	Loss 2.0593 (1.9522)	Loss1 2.0593 (1.9522)	Loss2 0.0147 (0.0142)	Prec@1 46.875 (51.296)	Prec@5 81.250 (80.259)
Test: [80/361]	Time 0.329 (0.376)	Loss 1.8153 (2.0427)	Loss1 1.8153 (2.0427)	Loss2 0.0198 (0.0146)	Prec@1 59.375 (50.077)	Prec@5 84.375 (79.321)
Test: [120/361]	Time 0.330 (0.369)	Loss 2.5531 (2.0930)	Loss1 2.5531 (2.0930)	Loss2 0.0106 (0.0143)	Prec@1 46.875 (49.122)	Prec@5 68.750 (78.332)
Test: [160/361]	Time 0.339 (0.364)	Loss 1.5108 (2.1147)	Loss1 1.5108 (2.1147)	Loss2 0.0107 (0.0144)	Prec@1 59.375 (48.564)	Prec@5 87.500 (77.931)
Test: [200/361]	Time 0.329 (0.360)	Loss 2.6618 (2.1023)	Loss1 2.6618 (2.1023)	Loss2 0.0121 (0.0142)	Prec@1 43.750 (48.601)	Prec@5 68.750 (78.296)
Test: [240/361]	Time 0.334 (0.359)	Loss 2.7381 (2.1120)	Loss1 2.7381 (2.1120)	Loss2 0.0112 (0.0141)	Prec@1 43.750 (48.587)	Prec@5 75.000 (78.099)
Test: [280/361]	Time 0.333 (0.358)	Loss 2.3953 (2.1140)	Loss1 2.3953 (2.1140)	Loss2 0.0161 (0.0141)	Prec@1 46.875 (48.843)	Prec@5 84.375 (78.192)
Test: [320/361]	Time 0.330 (0.357)	Loss 2.5066 (2.0966)	Loss1 2.5066 (2.0966)	Loss2 0.0156 (0.0142)	Prec@1 34.375 (49.241)	Prec@5 75.000 (78.368)
Test: [360/361]	Time 0.168 (0.355)	Loss 4.3522 (2.0941)	Loss1 4.3522 (2.0941)	Loss2 -0.0000 (0.0141)	Prec@1 50.000 (49.254)	Prec@5 50.000 (78.372)
Testing Results: Prec@1 49.254 Prec@5 78.372 Loss 2.09412 Loss1 2.09412 Loss2 0.01406
Best Prec@1: 49.340

Epoch: [40][0/2688], lr: 0.00010	Time 3.494 (3.494)	Data 2.237 (2.237)	Loss 1.1366 (1.1366)	Prec@1 68.750 (68.750)	Prec@5 87.500 (87.500)
Epoch: [40][40/2688], lr: 0.00010	Time 1.135 (1.147)	Data 0.001 (0.055)	Loss 1.7752 (1.0800)	Prec@1 53.125 (70.427)	Prec@5 87.500 (91.235)
Epoch: [40][80/2688], lr: 0.00010	Time 1.173 (1.119)	Data 0.000 (0.028)	Loss 1.1028 (1.0568)	Prec@1 78.125 (71.566)	Prec@5 90.625 (91.435)
Epoch: [40][120/2688], lr: 0.00010	Time 1.107 (1.111)	Data 0.000 (0.019)	Loss 1.6231 (1.0768)	Prec@1 59.375 (71.798)	Prec@5 71.875 (90.883)
Epoch: [40][160/2688], lr: 0.00010	Time 1.107 (1.105)	Data 0.000 (0.014)	Loss 1.1866 (1.0750)	Prec@1 75.000 (72.050)	Prec@5 87.500 (90.664)
Epoch: [40][200/2688], lr: 0.00010	Time 1.156 (1.101)	Data 0.000 (0.011)	Loss 1.4223 (1.0765)	Prec@1 59.375 (71.984)	Prec@5 84.375 (90.516)
Epoch: [40][240/2688], lr: 0.00010	Time 1.035 (1.097)	Data 0.000 (0.010)	Loss 1.2353 (1.0731)	Prec@1 71.875 (72.095)	Prec@5 90.625 (90.729)
Epoch: [40][280/2688], lr: 0.00010	Time 1.078 (1.095)	Data 0.000 (0.008)	Loss 1.2650 (1.0735)	Prec@1 62.500 (71.986)	Prec@5 87.500 (90.603)
Epoch: [40][320/2688], lr: 0.00010	Time 1.032 (1.094)	Data 0.000 (0.007)	Loss 1.1050 (1.0691)	Prec@1 68.750 (72.187)	Prec@5 87.500 (90.625)
Epoch: [40][360/2688], lr: 0.00010	Time 1.044 (1.093)	Data 0.000 (0.006)	Loss 0.8572 (1.0685)	Prec@1 75.000 (72.100)	Prec@5 93.750 (90.694)
Epoch: [40][400/2688], lr: 0.00010	Time 1.035 (1.091)	Data 0.000 (0.006)	Loss 1.0154 (1.0636)	Prec@1 68.750 (72.265)	Prec@5 87.500 (90.719)
Epoch: [40][440/2688], lr: 0.00010	Time 1.078 (1.090)	Data 0.000 (0.005)	Loss 1.2645 (1.0560)	Prec@1 68.750 (72.343)	Prec@5 90.625 (90.866)
Epoch: [40][480/2688], lr: 0.00010	Time 1.047 (1.090)	Data 0.000 (0.005)	Loss 0.7188 (1.0546)	Prec@1 81.250 (72.343)	Prec@5 93.750 (90.865)
Epoch: [40][520/2688], lr: 0.00010	Time 1.039 (1.089)	Data 0.000 (0.005)	Loss 0.6691 (1.0569)	Prec@1 87.500 (72.301)	Prec@5 100.000 (90.841)
Epoch: [40][560/2688], lr: 0.00010	Time 1.084 (1.088)	Data 0.000 (0.004)	Loss 1.0288 (1.0605)	Prec@1 78.125 (72.198)	Prec@5 84.375 (90.787)
Epoch: [40][600/2688], lr: 0.00010	Time 1.032 (1.088)	Data 0.000 (0.004)	Loss 0.9098 (1.0661)	Prec@1 78.125 (72.021)	Prec@5 87.500 (90.729)
Epoch: [40][640/2688], lr: 0.00010	Time 1.033 (1.087)	Data 0.000 (0.004)	Loss 1.0460 (1.0654)	Prec@1 78.125 (71.958)	Prec@5 87.500 (90.737)
Epoch: [40][680/2688], lr: 0.00010	Time 1.045 (1.087)	Data 0.000 (0.003)	Loss 0.7251 (1.0612)	Prec@1 78.125 (72.063)	Prec@5 96.875 (90.822)
Epoch: [40][720/2688], lr: 0.00010	Time 1.103 (1.087)	Data 0.000 (0.003)	Loss 1.2766 (1.0627)	Prec@1 65.625 (72.005)	Prec@5 93.750 (90.811)
Epoch: [40][760/2688], lr: 0.00010	Time 1.091 (1.087)	Data 0.000 (0.003)	Loss 1.3163 (1.0625)	Prec@1 59.375 (72.019)	Prec@5 87.500 (90.797)
Epoch: [40][800/2688], lr: 0.00010	Time 1.035 (1.087)	Data 0.000 (0.003)	Loss 0.7326 (1.0598)	Prec@1 78.125 (72.039)	Prec@5 100.000 (90.867)
Epoch: [40][840/2688], lr: 0.00010	Time 1.094 (1.086)	Data 0.000 (0.003)	Loss 0.8492 (1.0611)	Prec@1 75.000 (72.020)	Prec@5 90.625 (90.815)
Epoch: [40][880/2688], lr: 0.00010	Time 1.085 (1.086)	Data 0.000 (0.003)	Loss 0.8893 (1.0639)	Prec@1 75.000 (71.889)	Prec@5 93.750 (90.756)
Epoch: [40][920/2688], lr: 0.00010	Time 1.033 (1.085)	Data 0.000 (0.003)	Loss 0.9250 (1.0660)	Prec@1 75.000 (71.777)	Prec@5 93.750 (90.734)
Epoch: [40][960/2688], lr: 0.00010	Time 1.093 (1.085)	Data 0.000 (0.003)	Loss 1.3604 (1.0636)	Prec@1 56.250 (71.859)	Prec@5 81.250 (90.765)
Epoch: [40][1000/2688], lr: 0.00010	Time 1.056 (1.084)	Data 0.000 (0.002)	Loss 0.8316 (1.0631)	Prec@1 78.125 (71.853)	Prec@5 96.875 (90.800)
Epoch: [40][1040/2688], lr: 0.00010	Time 1.052 (1.084)	Data 0.000 (0.002)	Loss 1.0234 (1.0633)	Prec@1 75.000 (71.887)	Prec@5 93.750 (90.799)
Epoch: [40][1080/2688], lr: 0.00010	Time 1.083 (1.083)	Data 0.000 (0.002)	Loss 1.2372 (1.0615)	Prec@1 65.625 (71.962)	Prec@5 87.500 (90.819)
Epoch: [40][1120/2688], lr: 0.00010	Time 1.034 (1.083)	Data 0.000 (0.002)	Loss 0.9293 (1.0626)	Prec@1 78.125 (71.950)	Prec@5 93.750 (90.781)
Epoch: [40][1160/2688], lr: 0.00010	Time 1.112 (1.083)	Data 0.000 (0.002)	Loss 1.1156 (1.0635)	Prec@1 68.750 (71.942)	Prec@5 81.250 (90.773)
Epoch: [40][1200/2688], lr: 0.00010	Time 1.084 (1.082)	Data 0.000 (0.002)	Loss 1.3009 (1.0652)	Prec@1 59.375 (71.885)	Prec@5 87.500 (90.732)
Epoch: [40][1240/2688], lr: 0.00010	Time 1.091 (1.082)	Data 0.000 (0.002)	Loss 1.1219 (1.0653)	Prec@1 62.500 (71.852)	Prec@5 93.750 (90.746)
Epoch: [40][1280/2688], lr: 0.00010	Time 1.032 (1.081)	Data 0.000 (0.002)	Loss 0.8401 (1.0676)	Prec@1 71.875 (71.773)	Prec@5 93.750 (90.727)
Epoch: [40][1320/2688], lr: 0.00010	Time 1.068 (1.081)	Data 0.000 (0.002)	Loss 0.9094 (1.0684)	Prec@1 68.750 (71.728)	Prec@5 93.750 (90.720)
Epoch: [40][1360/2688], lr: 0.00010	Time 1.076 (1.081)	Data 0.000 (0.002)	Loss 1.0545 (1.0687)	Prec@1 68.750 (71.753)	Prec@5 87.500 (90.692)
Epoch: [40][1400/2688], lr: 0.00010	Time 1.092 (1.081)	Data 0.000 (0.002)	Loss 1.2318 (1.0684)	Prec@1 68.750 (71.743)	Prec@5 90.625 (90.723)
Epoch: [40][1440/2688], lr: 0.00010	Time 1.090 (1.081)	Data 0.000 (0.002)	Loss 0.9660 (1.0684)	Prec@1 78.125 (71.790)	Prec@5 93.750 (90.727)
Epoch: [40][1480/2688], lr: 0.00010	Time 1.089 (1.081)	Data 0.000 (0.002)	Loss 1.0238 (1.0710)	Prec@1 71.875 (71.708)	Prec@5 90.625 (90.682)
Epoch: [40][1520/2688], lr: 0.00010	Time 1.088 (1.081)	Data 0.000 (0.002)	Loss 1.1283 (1.0702)	Prec@1 78.125 (71.690)	Prec@5 87.500 (90.713)
Epoch: [40][1560/2688], lr: 0.00010	Time 1.091 (1.081)	Data 0.000 (0.002)	Loss 1.0773 (1.0730)	Prec@1 81.250 (71.623)	Prec@5 93.750 (90.685)
Epoch: [40][1600/2688], lr: 0.00010	Time 1.034 (1.081)	Data 0.000 (0.002)	Loss 0.9683 (1.0733)	Prec@1 71.875 (71.633)	Prec@5 87.500 (90.703)
Epoch: [40][1640/2688], lr: 0.00010	Time 1.083 (1.081)	Data 0.000 (0.002)	Loss 1.5224 (1.0732)	Prec@1 56.250 (71.641)	Prec@5 87.500 (90.715)
Epoch: [40][1680/2688], lr: 0.00010	Time 1.035 (1.081)	Data 0.000 (0.002)	Loss 1.7919 (1.0734)	Prec@1 62.500 (71.646)	Prec@5 78.125 (90.727)
Epoch: [40][1720/2688], lr: 0.00010	Time 1.087 (1.081)	Data 0.000 (0.002)	Loss 1.0289 (1.0755)	Prec@1 75.000 (71.597)	Prec@5 90.625 (90.699)
Epoch: [40][1760/2688], lr: 0.00010	Time 1.118 (1.081)	Data 0.000 (0.001)	Loss 0.6924 (1.0734)	Prec@1 78.125 (71.664)	Prec@5 100.000 (90.731)
Epoch: [40][1800/2688], lr: 0.00010	Time 1.080 (1.081)	Data 0.000 (0.001)	Loss 1.0441 (1.0751)	Prec@1 81.250 (71.613)	Prec@5 90.625 (90.708)
Epoch: [40][1840/2688], lr: 0.00010	Time 1.060 (1.081)	Data 0.000 (0.001)	Loss 1.0283 (1.0734)	Prec@1 75.000 (71.642)	Prec@5 90.625 (90.727)
Epoch: [40][1880/2688], lr: 0.00010	Time 1.046 (1.081)	Data 0.000 (0.001)	Loss 1.0759 (1.0714)	Prec@1 65.625 (71.717)	Prec@5 93.750 (90.766)
Epoch: [40][1920/2688], lr: 0.00010	Time 1.069 (1.081)	Data 0.000 (0.001)	Loss 0.5999 (1.0726)	Prec@1 90.625 (71.706)	Prec@5 100.000 (90.755)
Epoch: [40][1960/2688], lr: 0.00010	Time 1.034 (1.081)	Data 0.000 (0.001)	Loss 1.3777 (1.0740)	Prec@1 65.625 (71.681)	Prec@5 84.375 (90.730)
Epoch: [40][2000/2688], lr: 0.00010	Time 1.099 (1.081)	Data 0.000 (0.001)	Loss 0.8011 (1.0754)	Prec@1 68.750 (71.639)	Prec@5 96.875 (90.720)
Epoch: [40][2040/2688], lr: 0.00010	Time 1.079 (1.081)	Data 0.000 (0.001)	Loss 0.8386 (1.0757)	Prec@1 68.750 (71.618)	Prec@5 100.000 (90.718)
Epoch: [40][2080/2688], lr: 0.00010	Time 1.176 (1.081)	Data 0.000 (0.001)	Loss 0.9053 (1.0752)	Prec@1 78.125 (71.617)	Prec@5 90.625 (90.739)
Epoch: [40][2120/2688], lr: 0.00010	Time 1.104 (1.081)	Data 0.000 (0.001)	Loss 0.9517 (1.0741)	Prec@1 71.875 (71.616)	Prec@5 93.750 (90.749)
Epoch: [40][2160/2688], lr: 0.00010	Time 1.051 (1.081)	Data 0.000 (0.001)	Loss 0.9973 (1.0741)	Prec@1 75.000 (71.628)	Prec@5 93.750 (90.742)
Epoch: [40][2200/2688], lr: 0.00010	Time 1.058 (1.081)	Data 0.000 (0.001)	Loss 1.4402 (1.0746)	Prec@1 65.625 (71.604)	Prec@5 78.125 (90.740)
Epoch: [40][2240/2688], lr: 0.00010	Time 1.048 (1.081)	Data 0.000 (0.001)	Loss 1.0465 (1.0745)	Prec@1 78.125 (71.613)	Prec@5 84.375 (90.724)
Epoch: [40][2280/2688], lr: 0.00010	Time 1.044 (1.081)	Data 0.000 (0.001)	Loss 1.5997 (1.0733)	Prec@1 56.250 (71.630)	Prec@5 81.250 (90.741)
Epoch: [40][2320/2688], lr: 0.00010	Time 1.090 (1.081)	Data 0.000 (0.001)	Loss 1.4494 (1.0734)	Prec@1 65.625 (71.643)	Prec@5 81.250 (90.738)
Epoch: [40][2360/2688], lr: 0.00010	Time 1.090 (1.081)	Data 0.000 (0.001)	Loss 1.0106 (1.0724)	Prec@1 65.625 (71.687)	Prec@5 96.875 (90.757)
Epoch: [40][2400/2688], lr: 0.00010	Time 1.087 (1.081)	Data 0.000 (0.001)	Loss 1.1708 (1.0729)	Prec@1 62.500 (71.673)	Prec@5 90.625 (90.745)
Epoch: [40][2440/2688], lr: 0.00010	Time 1.033 (1.081)	Data 0.000 (0.001)	Loss 1.1414 (1.0728)	Prec@1 68.750 (71.669)	Prec@5 87.500 (90.749)
Epoch: [40][2480/2688], lr: 0.00010	Time 1.031 (1.081)	Data 0.000 (0.001)	Loss 1.4703 (1.0736)	Prec@1 56.250 (71.648)	Prec@5 90.625 (90.733)
Epoch: [40][2520/2688], lr: 0.00010	Time 1.044 (1.081)	Data 0.000 (0.001)	Loss 0.5375 (1.0740)	Prec@1 84.375 (71.639)	Prec@5 100.000 (90.719)
Epoch: [40][2560/2688], lr: 0.00010	Time 1.034 (1.081)	Data 0.000 (0.001)	Loss 0.7136 (1.0740)	Prec@1 75.000 (71.646)	Prec@5 100.000 (90.723)
Epoch: [40][2600/2688], lr: 0.00010	Time 1.036 (1.081)	Data 0.000 (0.001)	Loss 1.3593 (1.0745)	Prec@1 65.625 (71.629)	Prec@5 87.500 (90.715)
Epoch: [40][2640/2688], lr: 0.00010	Time 1.033 (1.081)	Data 0.000 (0.001)	Loss 1.1971 (1.0741)	Prec@1 68.750 (71.622)	Prec@5 84.375 (90.729)
Epoch: [40][2680/2688], lr: 0.00010	Time 1.032 (1.081)	Data 0.000 (0.001)	Loss 0.8567 (1.0729)	Prec@1 75.000 (71.654)	Prec@5 96.875 (90.744)
Test: [40/361]	Time 0.330 (0.421)	Loss 2.0335 (1.9595)	Loss1 2.0335 (1.9595)	Loss2 0.0147 (0.0141)	Prec@1 53.125 (52.820)	Prec@5 81.250 (79.726)
Test: [80/361]	Time 0.329 (0.385)	Loss 1.7207 (2.0522)	Loss1 1.7207 (2.0522)	Loss2 0.0200 (0.0145)	Prec@1 65.625 (50.849)	Prec@5 84.375 (78.665)
Test: [120/361]	Time 0.395 (0.370)	Loss 2.6080 (2.1050)	Loss1 2.6080 (2.1050)	Loss2 0.0100 (0.0141)	Prec@1 46.875 (49.432)	Prec@5 62.500 (77.660)
Test: [160/361]	Time 0.330 (0.364)	Loss 1.5157 (2.1244)	Loss1 1.5157 (2.1244)	Loss2 0.0107 (0.0142)	Prec@1 56.250 (48.835)	Prec@5 90.625 (77.329)
Test: [200/361]	Time 0.327 (0.361)	Loss 2.7995 (2.1118)	Loss1 2.7995 (2.1118)	Loss2 0.0122 (0.0141)	Prec@1 34.375 (48.912)	Prec@5 62.500 (77.659)
Test: [240/361]	Time 0.337 (0.358)	Loss 2.7220 (2.1219)	Loss1 2.7220 (2.1219)	Loss2 0.0111 (0.0140)	Prec@1 40.625 (48.755)	Prec@5 75.000 (77.671)
Test: [280/361]	Time 0.329 (0.358)	Loss 2.4940 (2.1219)	Loss1 2.4940 (2.1219)	Loss2 0.0170 (0.0139)	Prec@1 40.625 (48.877)	Prec@5 81.250 (77.780)
Test: [320/361]	Time 0.383 (0.358)	Loss 2.4880 (2.1051)	Loss1 2.4880 (2.1051)	Loss2 0.0142 (0.0140)	Prec@1 31.250 (49.211)	Prec@5 78.125 (78.028)
Test: [360/361]	Time 0.157 (0.355)	Loss 3.7065 (2.1026)	Loss1 3.7065 (2.1026)	Loss2 0.0000 (0.0139)	Prec@1 50.000 (49.349)	Prec@5 50.000 (78.051)
Testing Results: Prec@1 49.349 Prec@5 78.051 Loss 2.10259 Loss1 2.10259 Loss2 0.01391
Best Prec@1: 49.349

Epoch: [41][0/2688], lr: 0.00010	Time 3.538 (3.538)	Data 2.294 (2.294)	Loss 0.9033 (0.9033)	Prec@1 78.125 (78.125)	Prec@5 90.625 (90.625)
Epoch: [41][40/2688], lr: 0.00010	Time 1.183 (1.173)	Data 0.000 (0.056)	Loss 1.0985 (1.0062)	Prec@1 68.750 (72.942)	Prec@5 90.625 (91.387)
Epoch: [41][80/2688], lr: 0.00010	Time 1.158 (1.133)	Data 0.000 (0.029)	Loss 1.0775 (1.0082)	Prec@1 68.750 (72.724)	Prec@5 87.500 (91.358)
Epoch: [41][120/2688], lr: 0.00010	Time 1.117 (1.118)	Data 0.000 (0.019)	Loss 0.6187 (1.0344)	Prec@1 84.375 (72.107)	Prec@5 100.000 (91.167)
Epoch: [41][160/2688], lr: 0.00010	Time 1.032 (1.107)	Data 0.000 (0.014)	Loss 0.9829 (1.0370)	Prec@1 75.000 (72.011)	Prec@5 93.750 (91.168)
